"GEONAME_H";"CAT";"C_ROZH";"ROK_ST";"D_ROZH";"GN_ID"
"Lipnick˝";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1991;"09.09.1981";{B1557BA5-C18B-4BB8-ADB8-954B650916BB}
"Miûera";"Vodn˝ tok";"P-306/1992";2005;"11.08.1992";{5F21886C-27B3-4C06-92AC-87E00BF3F867}
"MelËick˝ vrch";"Vrch";"P-108/1978";2007;"30.03.1978";{83A7E999-C266-43C7-891E-549907202FEF}
"Doln˝ lom";"Les";"P-111/1985";2010;"05.05.1985";{0B13D0C0-1F0B-4B95-9B16-C74CBBCFB894}
"Radomka";"Vodn˝ tok";"P-378/1975";1976;"19.11.1975";{B2A78FA8-B641-4707-BAB4-73C09BB6D07D}
"BzovÌcky z·mok";"Zr˙canina";"P-221/1981";1990;"09.09.1981";{F452EAC4-2711-476B-B3D3-D71F2F25BD6E}
"Hruöovsk˝ hrad";"Zr˙canina";"P-221/1981";1988;"09.09.1981";{02A86E59-D099-458F-B999-4FB51FB7D7D5}
"Veæk˝ DrieÚok";"Les";"P-190/1988";2007;"01.07.1988";{83E8D9F5-317D-4D87-BAB8-19156E2344FF}
"z·chytn˝ kan·l Okny";"Kan·l, n·hon";"P-379/1975";1990;"19.11.1975";{640D7B93-7E28-4187-BB97-0314A3611C59}
"z·chytn˝ kan·l Okny";"Kan·l, n·hon";"P-379/1975";1990;"19.11.1975";{2D71206B-0EFF-459D-B78E-754E5247B52B}
"VyönÈ Poddomky";"Pole";"P-259/1992";2007;"16.06.1992";{8AFA0EA7-2D99-4A9C-BED6-21F7CD2DEEAE}
"Kapuöarovci";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{D0EF5B86-22ED-4ED6-82E3-A5E32B0E4BFE}
"Nosick˝ kan·l";"Kan·l, n·hon";"P-108/1978";1994;"30.03.1978";{BA6D7160-4CA4-43BF-B415-2F3760B93B60}
"Jurov·-»alovo";"Kan·l, n·hon";"P-108/1978";1992;"30.03.1978";{FE8509DE-50B9-4CF7-B120-C586994BE566}
"»onkovsk˝ potok";"Kan·l, n·hon";"P-378/1975";2013;"19.11.1975";{49A74FDF-D6E9-4B4B-9347-2EB271420AA5}
"Pod r˙baÚou";"Les";"P-255/1992";2010;"16.06.1992";{FE3CA161-FA0A-48AD-AE89-3344DFD850D8}
"HarËarka";"Vrch";"P-378/1975";1987;"19.11.1975";{C91F7558-DEA1-4AAF-9073-008F2F80665A}
"Nitra";"Vodn˝ tok";"P-108/1978";1993;"30.03.1978";{1127D6F6-3A97-4FB1-A887-3AC967DDB0DA}
"»ierna voda";"Vodn˝ tok";"P-108/1978";1993;"30.03.1978";{BE7B77AB-EFE6-4A01-9167-C8CC019A5B6F}
"Olöava";"Vodn˝ tok";"P-378/1975";1992;"19.11.1975";{EE493CC9-4E57-4399-90C4-AC9B951BC152}
"Benkovce";"Pole";"P-378/1975";1992;"19.11.1975";{A0DF8313-797C-459B-90AE-1C06548C1C38}
"VlËie oko";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1991;"09.09.1981";{751758BE-F410-4C4F-8EC3-23BBD8996498}
"Vyöe kruha";"Les";"P-255/1992";2007;"16.06.1992";{A174689C-32F2-4461-8463-70326BA4A95E}
"Skalisko";"Dolina";"P-164/1976";1993;"23.06.1976";{0E48EE4C-7451-4CCE-A038-C3EE1A0A740C}
"Miö·kovci";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1991;"09.09.1981";{902FB5D1-6283-4811-B3D4-675AD3B886C5}
"Havrania skala";"Les";"P-378/1975";1990;"19.11.1975";{69B75BEE-39AE-4A19-A981-6CA1E649EBDD}
"Niûn˝ Fereteö";"Pole";"P-378/1975";1990;"19.11.1975";{F436D942-0C3A-4269-854C-DEAEC19B5E2B}
"Teæacie";"Les";"P-244/1986";2007;"29.07.1986";{D4B7383F-EE17-48D2-9981-9A2500680C3B}
"Kahanova dolina";"Dolina";"P-306/1992";2013;"11.08.1992";{4FE8B09E-70E4-4C71-8BCF-EAD941A923B5}
"Nad LipovniËkami";"Vrch";"P-108/1978";1985;"30.03.1978";{F123E87F-A0E9-4D66-83A5-8AE3EAF5E5F7}
"Kupcova dolina";"Vrch";"P-185/1987";2007;"03.06.1987";{380C6CB4-11E2-8899-E053-3DC4A8C00FED}
"Martincovci";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{2B0170A1-BAA9-40D5-BB18-3AAEDCE850C1}
"Jasenovec";"Vodn˝ tok";"P-378/1975";1992;"19.11.1975";{EC7723A4-0D91-448B-9800-E0C62FD44E34}
"»ierna voda";"Vodn˝ tok";"P-108/1978";1993;"30.03.1978";{017ABB16-EF0C-4DD7-A40A-F974D27A614D}
"Staniöov·";"Dolina";"P-170/1989";2007;"27.06.1989";{EAFB40C3-ABEC-4F42-A0AD-ED26B1BBD380}
"Dudv·h";"Vodn˝ tok";"P-108/1978";2007;"30.03.1978";{2D525C29-B865-4FF7-B079-B4AA589BAEF3}
"Jasenov";"Kan·l, n·hon";"P-378/1975";1990;"19.11.1975";{C7555BDD-6756-4A5F-AAB1-C600F8641BC2}
"Dobrohoöù-KraËany";"Kan·l, n·hon";"P-108/1978";1992;"30.03.1978";{E64A8CD7-D3B8-44D2-A160-62C4B634AFFF}
"Nad bankou";"Pole";"P-378/1975";2007;"19.11.1975";{09E934CF-FFA6-430A-A4B5-85475E2777A7}
"VyönÈ Poddomky";"Pole";"P-259/1992";2007;"16.06.1992";{2AED3C2B-666B-4C53-A7C9-5398F7B86D0C}
"Dechtarina";"Les";"P-395/1991";2007;"05.08.1991";{C958630A-5D98-4E4C-9391-0596A34103A8}
"Chot·rny potok";"Vodn˝ tok";"P-378/1975";1990;"19.11.1975";{37139236-3736-490A-A50D-9E835FCB2E6C}
"Dudv·h";"Vodn˝ tok";"P-108/1978";2007;"30.03.1978";{74E11749-8658-49FD-8C14-6E82D7B04EAA}
"VoroteËka";"Les";"P-196/1988";2006;"11.07.1988";{5C89B9FD-CAF1-4C08-90AD-162B5E0E8847}
"Jurov·-»alovo";"Kan·l, n·hon";"P-108/1978";1992;"30.03.1978";{7E86CCC0-2052-40B2-9E97-D519B765D7C1}
"Radomka";"Vodn˝ tok";"P-378/1975";1976;"19.11.1975";{E5832A12-F174-44FD-8CD4-9149BE4B87C8}
"äarcovsk· dolina";"Dolina";"P-108/1978";1993;"30.03.1978";{12DF94DD-DCC1-45FE-A24D-D52B7443E90A}
"Janov hon";"Pole";"P-108/1978";1992;"30.03.1978";{9103F967-03E2-4CCF-9153-A1BBB23FFA7B}
"éeleziarske l˙ky";"Pole";"P-212/1983";2007;"21.10.1982";{D9EDF15F-0D6C-422C-A88E-4F487D6DFB61}
"SvidniËanka";"Vodn˝ tok";"GK-1115/1993";2013;"09.06.1993";{D5B4F1D2-CE5C-496B-A49C-488234DFEF17}
"T·le";"Les";"P-395/1991";2007;"05.08.1991";{FB751456-6402-467D-AE4D-F39386736EAD}
"Hr˙ötie";"Pole";"P-305/1992";2007;"05.08.1992";{5CDA6438-6CC6-4AD2-894B-60FF434C8470}
"U Cig·nov";"Les";"P-212/1982";2007;"21.10.1982";{735DF2FA-AD59-4C75-8C80-24002EE72AC1}
"Sæ˙no";"Vrch";"GK-1031/1993";2007;"01.06.1993";{CC43479C-95FE-4473-9DC8-3878CC06BC21}
"Sv‰t· Anna";"Kaplnka";"GK-1832/1994";2007;"23.06.1994";{F7549762-6566-401F-AAA9-BFEEFD78D71D}
"Veæk· jaskynn· priepasù";"JaskyÚa, priepasù";"P-378/1975";1979;"19.11.1975";{6F24AFE2-707A-4623-85E1-F8C5307F6D80}
"ätvrtok";"Vodn˝ tok";"P-378/1975";1992;"19.11.1975";{DCA2BD9D-DD54-4605-9A60-C589328CEE19}
"Jasenov";"Kan·l, n·hon";"P-378/1975";1990;"19.11.1975";{2BAA010B-9A1C-40C1-9B3D-CB72BD1185A4}
"sv. J·n";"Kaplnka";"P-221/1981";2007;"09.09.1981";{41F8306E-7EB0-4D21-A589-D29C8F065D95}
"Priekovo";"Les";"P-164/1976";1994;"23.06.1976";{059961BD-67D0-4B74-AF25-F5411B5D68F2}
"ätÌt";"Les";"GK-2186/1994";2017;"16.08.1994";{3CFFBE93-C836-04CA-E053-3DC4A8C0F027}
"Kapustnica";"Pole";"P-395/1991";2007;"05.08.1991";{9FD8FD22-2F34-4DB6-B83E-8ADED624C175}
"Do JacovskÈho";"Pole";"P-108/1978";1985;"30.03.1978";{D45550DF-E208-4DB3-9A88-2E72EEA6B9EF}
"Olöava";"Vodn˝ tok";"P-378/1975";1992;"19.11.1975";{3D6871B4-75FC-45A8-B1F2-3AA86BD46AF2}
"Tretiny";"Pole";"P-108/1978";1983;"30.03.1978";{DF0F546C-FCA7-48D1-97FB-1C380E76F0C6}
"DolnÈ Zemianske";"Pole";"P-190/1988";2010;"01.07.1988";{2B154BC6-786A-4A23-A165-1CB8D3B718F0}
"Farebn˝ potok";"Vodn˝ tok";"P-164/1976";1987;"23.06.1976";{98DD5F2F-8C84-4C15-8D6A-FBAC0BEA951C}
"Olöava";"Vodn˝ tok";"P-378/1975";1993;"19.11.1975";{03DD5948-7DBF-47CC-BA7D-A4135DC6BE54}
"Svinnica";"Vodn˝ tok";"P-108/1978";2005;"30.03.1978";{851E26B4-EDB0-4642-9FC0-CFACECDBC7A3}
"Demetersk˝ k˙t";"L˙ka, pasienok";"P-306/1992";2007;"11.08.1992";{1BCB7A5D-181D-4316-A6B0-E24F6C8C8697}
"Vlaösk˝ vrch";"Vrch";"P-365/1990";2007;"28.08.1990";{59EC00E8-DCC9-411F-84E3-D21728D86912}
"Vlaösk· dolina";"Dolina";"P-365/1990";2007;"28.08.1990";{EFDB686F-9B55-4599-B568-66B7B0D03033}
"Sirokov·";"Les";"P-378/1975";1990;"19.11.1975";{9D4253F9-D842-4891-ACEE-D8715799A7FD}
"Sirokov·";"Les";"P-378/1975";1990;"19.11.1975";{80476B0C-6222-4DF1-B198-8FE6074D71AB}
"L·ndorsky kan·l";"Kan·l, n·hon";"P-108/1978";1991;"30.03.1978";{4F8EA4AB-4279-44AF-BE28-68856B781C4B}
"Konopnica";"Pole";"P-378/1975";1990;"19.11.1975";{D20B589E-CB3A-4035-827F-805CF504FECE}
"Potock˝ vrch";"Vrch";"P-164/1976";1991;"23.06.1976";{33E7987C-1292-4CDE-AC82-931D1CD60D90}
"Michalovci";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{AE27AD98-3E34-4339-9F30-B1CC8362FD30}
"DehetnÌk";"L˙ka, pasienok";"GK-1832/1994";2009;"23.06.1994";{39BEBCCE-EA3C-4236-8345-E4B6234FCBB5}
"Kæakalov·";"Les";"GK-1423/1993";2012;"28.07.1993";{FC7D4796-2C8D-4BDC-A963-A61F2415ED48}
"Olöiny";"Pole";"P-378/1975";1993;"19.11.1975";{9E5C071C-57B5-4555-AC64-EBA8E8F339F5}
"Kasn·k";"Vrch";"P-164/1976";1994;"23.06.1976";{CD27D269-3451-48C0-AA7F-B16DFE0A3908}
"Poraj";"Vrch";"P-108/1978";1983;"30.03.1978";{4D7E6440-4FCA-4D33-9318-7858FD406C29}
"Terebæa";"Vodn˝ tok";"P-378/1975";2008;"19.11.1975";{19F17BD6-6243-4231-9C85-85CFEA7D90D2}
"Hrub· KeËka";"Vrch";"P-164/1976";1994;"23.06.1976";{371E1EC7-F13C-38BF-E053-3DC4A8C0E9CB}
"ChrenovÈ ˙dolie";"Dolina";"P-164/1976";1992;"23.06.1976";{0804E823-3A0C-4016-9120-7B3F0B8D4677}
"ChrenovÈ ˙dolie";"Dolina";"P-164/1976";1992;"23.06.1976";{E9E7F990-7B1B-47CC-8239-49E09CBD1578}
"ImriËky";"L˙ka, pasienok";"P-378/1975";1993;"19.11.1975";{799B9EA1-30BD-4D11-AD75-169C26AC5851}
"Star· Nitra";"Vodn˝ tok";"P-108/1978";1993;"30.03.1978";{57D0CF98-6B5C-4F05-9A9D-7CE577F4BED8}
"Olöava";"Vodn˝ tok";"P-378/1975";1992;"19.11.1975";{7ABE7CFD-4F95-42D8-81DA-6882AB624222}
"ZajarËie";"Kan·l, n·hon";"P-108/1978";1988;"30.03.1978";{5583CF00-25A5-44B8-A1D3-AF3FE87BF0F1}
"Duöa";"Vodn˝ tok";"P-378/1975";2007;"19.11.1975";{82E3D264-04F2-40DB-AF72-41BFA8DC10AC}
"Duöa";"Vodn˝ tok";"P-378/1975";2007;"19.11.1975";{A705F58E-3713-4AB6-973A-F1C9BE9CAEFD}
"Trnavka";"Vodn˝ tok";"P-378/1975";2005;"19.11.1975";{455AAE62-50AB-4B00-95C3-CF3D9C155126}
"GabËÌkovo-Topoæovec";"Kan·l, n·hon";"P-108/1978";1992;"30.03.1978";{C2B4A2ED-83E5-4132-BE48-8BE8DE35E36A}
"Kæ˙Ëovec-MedveÔov";"Kan·l, n·hon";"P-386/1992";2009;"23.09.1992";{06B5B28A-44A0-42DF-AF3C-0302D5069D96}
"Kæ˙Ëovec-MedveÔov";"Kan·l, n·hon";"P-386/1992";2009;"23.09.1992";{03F05BFE-BD9F-40C5-97F5-8A4E9956F3E7}
"Oæöinkov";"Pole";"GK-1423/1993";2007;"28.07.1993";{A03B3C0D-9498-4ED0-A019-BF56AF8DC449}
"Galomia";"Vodn˝ tok";"P-164/1976";1991;"23.06.1976";{12526788-3B45-49A6-A3BA-FA681CBF4D7D}
"DrieËna dolina";"Dolina";"P-164/1976";1990;"23.06.1976";{838ECF3B-1F5A-4E8F-98CC-03163FD663DA}
"Pod hrbom";"Les";"GK-1423/1993";2007;"28.07.1993";{FCE7EE16-B590-4095-9EAD-032F77C4F609}
"LÛsy";"Les";"P-378/1975";1988;"19.11.1975";{3BBB041F-CAE7-4DA2-A019-49FF4DA83E74}
"Str·ne";"Les";"P-378/1975";1990;"19.11.1975";{86489C96-C32E-48C8-BA37-C48D7264EE58}
"PrednÈ uhlisk·";"Vrch";"P-378/1975";1992;"19.11.1975";{8A544145-75ED-4EEB-B30D-A94C5424810D}
"Nitra";"Vodn˝ tok";"P-108/1978";1993;"30.03.1978";{4185B285-0BF5-44CA-8124-B4C1EAA5B131}
"KanovskÈ";"Pole";"P-378/1975";1990;"19.11.1975";{EC5FB43F-8EE8-4016-A5A6-4C8298D6869C}
"Olöavec";"Vodn˝ tok";"P-378/1975";1990;"19.11.1975";{877EDEC6-E3EC-4DDC-965A-C32603A59E2D}
"Oreöianka";"Kan·l, n·hon";"P-108/1978";2007;"30.03.1978";{BF8F13F3-E31B-4EEF-98AB-239EFB626637}
"Veæk· Bystr·";"Vodn˝ tok";"P-378/1975";1990;"19.11.1975";{2308361E-BCD0-45F4-8A31-6E95228522C3}
"Olöava";"Vodn˝ tok";"P-378/1975";1992;"19.11.1975";{C14CD317-A95B-4315-A7CC-47E30D418B2E}
"Frigæov potok";"Vodn˝ tok";"P-425/1990";1992;"31.10.1990";{DAA17E1B-1D84-4580-ABE3-BB85F430AD52}
"HabrovÌk";"Les";"GK-1031/1993";2008;"01.06.1993";{C513169E-E662-407F-8C69-441EC93B193F}
"»alovsk˝ kan·l";"Kan·l, n·hon";"P-108/1978";1991;"30.03.1978";{9AF121E5-AE00-4DE3-8B8A-C9DABDD606C6}
"Majöa";"Majer, osada, samota, miestna Ëasù";"P-221/1981";2008;"09.09.1981";{19A05F82-F543-4A61-BA95-9D441DF0D7CE}
"DolnÈ Zemianske";"Pole";"P-190/1988";2010;"01.07.1988";{60276040-F385-4D50-A497-2D1F7EA3C5CE}
"Vyön· Barcianska samota";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1992;"09.09.1981";{C27847E7-B366-42C1-91BD-095258E880D7}
"Svinnica";"Vodn˝ tok";"P-108/1978";2005;"30.03.1978";{91D19733-A50C-4D5D-A15B-9A0F65A8264E}
"Brezie";"Pole";"P-108/1978";1991;"30.03.1978";{14742FE9-7142-4E14-8773-8DE16B04115C}
"K·lnick˝ potok";"Vodn˝ tok";"P-108/1978";1991;"30.03.1978";{DA5357EF-5BEA-45EF-B3A8-E314573F4DCC}
"hrebeÚ Sviöùov˝ch veûÌ";"HrebeÚ, chrb·t";"P-42/1988";2014;"04.02.1988";{AA24F8B3-06D6-43F3-AE4B-8A9B8A970EA4}
"Uhorötiansky potok";"Vodn˝ tok";"P-164/1976";2007;"23.06.1976";{63FF4800-01AE-4EE1-AAB6-FD3C4931E965}
"Pod Mad·Ëkou";"Pole";"P-306/1992";2007;"11.08.1992";{97504092-EC82-4ABA-A7A7-EC78C94499BF}
"U Otrub·kov";"Les";"P-212/1982";2010;"21.10.1982";{AAD245E4-8F72-4BA3-B09E-859288D68B13}
"ZakrÌûske";"Pole";"P-108/1978";1993;"30.03.1978";{370FA890-599D-44DD-81FB-FE0D5E516EFF}
"Berk·s";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1991;"09.09.1981";{365AE8E6-D632-4EFC-958C-7222C088B8ED}
"SlimaËÌ diel";"Pole";"P-108/1978";1991;"30.03.1978";{A74CB075-7D64-43D6-B741-F668F42731E5}
"Durù·n";"Vrch";"P-255/1992";2007;"16.06.1992";{37061338-A424-7CB7-E053-3DC4A8C05F8C}
"Borboja";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1992;"09.09.1981";{ACAB3709-5EA2-418D-91A9-2414DD9BA4E3}
"z·chytn˝ kan·l Okny";"Kan·l, n·hon";"P-379/1975";1990;"19.11.1975";{BD81C7AC-D64A-4DC7-8A8B-81A2AD44F37C}
"V·pniarka";"Pole";"GK-1115/1993";2007;"09.06.1993";{9191DD4E-5580-482A-B455-50D8568E9A10}
"Veæk· dubina";"Vrch";"P-378/1975";2007;"19.11.1975";{881BDADB-3E54-4240-BAC9-0BA8EA0D6791}
"Z·humnie nad Mentiovom";"Pole";"P-321/1990";2007;"16.07.1990";{6D57D974-36B5-41F2-AA2F-67CC3084586D}
"Jurov·-»alovo";"Kan·l, n·hon";"P-108/1978";1992;"30.03.1978";{1154C07A-6AAE-468D-9B4E-9D87BAB823B1}
"Benkovce";"Pole";"P-378/1975";1992;"19.11.1975";{785A5223-B0EE-466B-AE76-E372D88D3E88}
"Trnavka";"Vodn˝ tok";"P-108/1978";2005;"30.03.1978";{2572A1E9-8FEC-486C-8E61-7F227CF5E8B0}
"HronËekovsk˝ gr˙Ú";"Vrch";"P-164/1976";1987;"23.06.1976";{6E5C79D1-28D4-42BB-9FD0-3BC22EF7EFA0}
"Hud·Ë";"Vrch";"P-306/1992";2007;"11.08.1992";{38387AB4-A324-0DAA-E053-3DC4A8C09D83}
"Pri mlyne";"Vodn· n·drû";"GK-2327/1993";2009;"09.11.1993";{72F9F71B-8F1C-4A0A-A721-F7189E8CFA3F}
"ºukva";"Vodn˝ tok";"P-164/1976";2010;"23.06.1976";{9BD799E9-BEAB-4DA2-8A3E-1CD1663FB254}
"Vesel˝ potok";"Vodn˝ tok";"P-378/1975";1990;"19.11.1975";{5529C521-CE55-4B93-9422-16253C5611F8}
"z·chytn˝ kan·l Okny";"Kan·l, n·hon";"P-379/1975";1990;"19.11.1975";{5999DF8B-8D0B-4EFD-AF7D-7BBFBB20ED65}
"Za Zverincom";"Les";"GK-1115/1993";2003;"09.06.1993";{41C72DF3-3970-4BB1-AC96-C3C0147C2AB2}
"Mutnianka";"Vodn˝ tok";"P-164/1976";1994;"23.06.1976";{925074D7-2F57-4478-B21A-2E444BA6C343}
"Heribanovci";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1989;"09.09.1981";{ED322E03-A712-470E-B093-1CCBC03895ED}
"Poddomok";"Vrch";"P-259/1992";2007;"16.06.1992";{B69B955F-58F5-48C8-90F2-8D270443A1C5}
"Za Zverincom";"Pole";"GK-1115/1993";2003;"09.06.1993";{46BCB4B9-BAA7-4FAE-B881-9FEA3385A1DB}
"Na koreÚ";"Vrch";"P-305/1992";2007;"05.08.1992";{3052D86B-9925-48A4-A587-90DACB4F5248}
"VyönÈ Poddomky";"Pole";"P-259/1992";2007;"16.06.1992";{BDF210F4-E130-4A6A-BB6B-F8DF7FE8EBEC}
"z·chytn˝ kan·l Okny";"Kan·l, n·hon";"P-379/1975";1990;"19.11.1975";{806A1895-6DF1-4483-B731-68B3EE0D4012}
"DolnÈ bradlo";"Vrch";"P-108/1978";1991;"30.03.1978";{3B2FC3C9-BD25-4FF8-8CE2-FE139A5AF650}
"NovÈ hony";"Pole";"P-261/1984";2016;"28.09.1984";{38B0F8B9-F112-9BBE-E053-3DC4A8C0AB78}
"Bed·ky";"Vrch";"P-164/1976";1994;"23.06.1976";{3691A048-301C-7D5B-E053-3DC4A8C05FDE}
"Pod rovÚou";"Les";"P-378/1975";1990;"19.11.1975";{7069C984-9E89-43E7-A903-13E5CBD650B4}
"SvidniËanka";"Vodn˝ tok";"GK-1115/1993";2013;"09.06.1993";{A92502C4-42AC-4537-A476-408161C63124}
"Jasenianska dolina";"Dolina";"P-164/1976";2002;"23.06.1976";{4B7502AE-BB15-446B-8FD0-79AD21A24384}
"Mano";"BaÚa, öachta, ötÙlÚa";"P-365/1990";2013;"28.08.1990";{65EC7075-34B9-43B8-84DA-626BDB5D3BF2}
"Jasenov";"Kan·l, n·hon";"P-378/1975";1990;"19.11.1975";{74A99190-51D7-4D51-9025-76DDC6438B4D}
"Pri buku";"JaskyÚa, priepasù";"P-378/1975";1990;"19.11.1975";{98A7529C-CB80-471B-903B-E989EA816843}
"Chrasù";"Les";"P-378/1975";1990;"19.11.1975";{E5680024-B3B6-4482-B59C-EE6A79555A59}
"ätvrtok";"Vodn˝ tok";"P-378/1975";1992;"19.11.1975";{A0D6D41D-FBB0-4807-BF66-16309AE87890}
"Revisia";"Les";"P-164/1976";1994;"23.06.1976";{C522DE76-9D5F-4FEB-A4CF-0A712882E188}
"Olöava";"Vodn˝ tok";"P-378/1975";1992;"19.11.1975";{F4034054-073A-47DE-9ED5-0B21AA1447C2}
"Garbovec";"Pole";"P-470/1991";2008;"30.09.1991";{9CBDE238-4F29-4DEB-B037-82F1D6E2463A}
"Za Mrchoviskom";"Pole";"P-108/1978";1991;"30.03.1978";{F02821FE-17BA-402D-8E34-B0C5775CF0C0}
"Brodky";"Pole";"GK-1423/1993";2012;"28.07.1993";{C7F08CBF-7BC0-4ED8-AFD3-74C9B552BFAF}
"DerÌky";"Pole";"P-378/1975";1992;"19.11.1975";{9C856AD5-934A-4A11-9BBB-D54F4568F01F}
"HrabÌn";"Vrch";"P-378/1975";1993;"19.11.1975";{12E254EB-48B3-4223-BF3A-830B26BAC016}
"Z·padn˝ Lelesk˝ kan·l";"Kan·l, n·hon";"P-425/1990";2005;"31.10.1990";{92FF69A1-E3EA-4B59-A16E-2BE95F84F4DE}
"Hornianske vrchy";"Les";"P-378/1975";2007;"19.11.1975";{0B2F94DE-29F8-49DF-9747-7BEA92EF3644}
"Stibor";"Vrch";"P-164/1976";1990;"23.06.1976";{BC89DB2F-47C2-4F41-B1E7-1AAADABB1010}
"MaËie diery";"Les";"P-164/1976";1994;"23.06.1976";{F4AA5648-8D14-4F36-A70E-C31C740A836B}
"BaÚa";"Vrch";"P-378/1975";2003;"19.11.1975";{38119BA8-0ABE-0AD4-E053-3DC4A8C097BF}
"Klin";"Les";"P-378/1975";1990;"19.11.1975";{F6543184-9D3A-4452-A9DC-88707B8D36DF}
"Klin";"L˙ka, pasienok";"P-378/1975";1990;"19.11.1975";{9BC4FD7C-BCDA-4158-828B-1DD0C9DF594C}
"Za krÌûmi";"Pole";"P-4/1989";2007;"11.01.1989";{85A13EA8-5D3D-4CD8-9000-8812C8D20F4F}
"Vr·teËka";"Les";"GK-1423/1993";2006;"28.07.1993";{C44C6BF7-DE80-445A-BEC2-F171A980635D}
"VlËinec";"Vodn˝ tok";"P-425/1990";1992;"31.10.1990";{BD1DF5D8-332B-4F9D-A977-39AE3F112840}
"Letovisko";"Les";"GK-1423/1993";1993;"28.07.1993";{5D170F3B-AF06-4936-BE91-890479034B67}
"Svinnica";"Vodn˝ tok";"P-108/1978";2005;"30.03.1978";{1A70603D-A3B7-4F40-AC9E-20E098C828FA}
"Veæk˝ Brankov";"Vrch";"P-164/1976";1990;"23.06.1976";{99909A17-EB35-48C3-9AA8-716E3CC5D72A}
"Nad vinicami";"Pole";"P-190/1988";2013;"01.07.1988";{3D27F30E-5A18-C836-E053-3DC4A8C08A49}
"HoreÚovo";"Vrch";"P-164/1976";2017;"23.06.1976";{371A3A6B-7B6B-A998-E053-3DC4A8C0B402}
"Nad Bukovianskou horou";"Vrch";"P-42/1988";1992;"04.02.1988";{38119BA8-0A74-0AD4-E053-3DC4A8C097BF}
"Pod vinicami";"Pole";"P-190/1988";2013;"01.07.1988";{3D27F30E-5A24-C836-E053-3DC4A8C08A49}
"»ierna voda";"Vodn˝ tok";"P-108/1978";1993;"30.03.1978";{E64DDD0A-8FDF-4AAC-854B-73C15B3EC0CB}
"Duöa";"Vodn˝ tok";"P-378/1975";2007;"19.11.1975";{9EB16231-53C5-48AE-B915-ED7E5370D415}
"Lidersk˝ kan·l";"Kan·l, n·hon";"P-108/1978";1992;"30.03.1978";{8C2D9D22-26F4-469C-89B7-2E6519B3AB67}
"Duöa";"Vodn˝ tok";"P-378/1975";2007;"19.11.1975";{184CF2AE-506B-4FFC-BCFB-34ADF5E6A9ED}
"Olöava";"Vodn˝ tok";"P-378/1975";1990;"19.11.1975";{69E9D501-C9D6-4168-BCDD-1A73F8FC9916}
"Olöava";"Vodn˝ tok";"P-378/1975";1990;"19.11.1975";{D20199EC-B745-4493-B48A-2C09EACD338F}
"PorËa";"Vodn˝ tok";"P-378/1975";1990;"19.11.1975";{9C1C7C13-3A7D-42CE-992C-43D511DFB16E}
"äefËÌkove v‡öky";"Pole";"P-4/1989";2007;"11.01.1989";{DB74B9CA-E529-44CC-984A-540AA0512559}
"Olöava";"Vodn˝ tok";"P-378/1975";1992;"19.11.1975";{B14128FD-2870-4AA6-9129-4EE7B3051E0B}
"Tepl˝ vrch";"Vodn· n·drû";"P-255/1992";2010;"16.06.1992";{C133D4B9-D252-4879-B2CE-2094D3F68914}
"Pohorelina";"Vrch";"P-164/1976";1990;"23.06.1976";{8CD6EA81-C144-41DC-A326-A642FE85BAF0}
"Olöava";"Vodn˝ tok";"P-378/1975";1992;"19.11.1975";{65FA05B0-F564-4DE1-BDBC-E7068E4496FA}
"Olöava";"Vodn˝ tok";"P-378/1975";1993;"19.11.1975";{80166351-FC44-4588-8895-B6EF102933BF}
"Jasenovec";"Vodn˝ tok";"P-378/1975";1992;"19.11.1975";{63D437B7-F154-48F5-A14A-54CE532CC5C3}
"Monica";"Vrch";"P-164/1976";2014;"23.06.1976";{67708AF0-63EF-4C64-B008-FA5EA0949C8F}
"Duöa";"Vodn˝ tok";"P-378/1975";2007;"19.11.1975";{A6F6B628-26F3-4F81-8940-607FE40F1747}
"Na HÙrku";"Vrch";"P-305/1992";2007;"05.08.1992";{7D8D3052-6C3D-4DF6-ABBB-A8737D3C5B63}
"Radsk˝ kan·l";"Kan·l, n·hon";"P-378/1975";2007;"31.10.1990";{AEE1E3B5-0745-4CAA-A224-5B7CC9B41AA3}
"Dudv·h";"Vodn˝ tok";"P-108/1978";1993;"30.03.1978";{3AD4E93C-15AF-4A7A-84CE-4581A6D6B6BE}
"éitava";"Vodn˝ tok";"P-108/1978";1993;"30.03.1978";{C646BCE2-896E-4B66-A11C-C6745906D4F4}
"Boheæovsk˝ rybnÌk";"RybnÌk, rybnÌky";"P-386/1992";2007;"23.09.1992";{556983F6-1202-4B36-986E-4C51BB8A10CF}
